Label,SMS_Message
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,Really? I crashed out cuddled on my sofa.
ham,Oh ic. I thought you meant mary jane.
ham,And pls pls drink plenty plenty water
ham,Oh god. I'm gonna Google nearby cliffs now.
ham,WHO ARE YOU SEEING?
ham,Good evening! How are you?
ham,Just taste fish curry :-P
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,U reach orchard already? U wan 2 go buy tickets first?
spam,Filthy stories and GIRLS waiting for your
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,Yunny... I'm goin to be late
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
ham,So do you have samus shoulders yet
ham,"K, can that happen tonight?"
ham,Id have to check but there's only like 1 bowls worth left
ham,1's reach home call me.
ham,Oh ok..
ham,No. I dont want to hear anything
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,I'm reaching home in 5 min.
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
ham,Don no da:)whats you plan?
ham,It vl bcum more difficult..
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,Carry on not disturbing both of you
ham,K k:) sms chat with me.
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,"Me not waking up until 4 in the afternoon, sup"
ham,Now? I'm going out 4 dinner soon..
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,Should I have picked up a receipt or something earlier
ham,says the &lt;#&gt; year old with a man and money. I'm down to my last &lt;#&gt; . Still waiting for that check.
ham,You always make things bigger than they are
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!"
ham,I will see in half an hour
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,"Goodnight, sleep well da please take care pa. Please."
ham,Oh...i asked for fun. Haha...take care. ü
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,"Wat time liao, where still got."
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,There are many company. Tell me the language.
ham,5 nights...We nt staying at port step liao...Too ex
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham,I need details about that online job.
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,K.k:)when are you going?
ham,Understand. his loss is my gain :) so do you work? School?
ham,Some are lasting as much as 2 hours. You might get lucky.
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,Ok...
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,I wanna watch that movie
ham,So when do you wanna gym?
ham,Going to join tomorrow.
ham,"Aight, you close by or still down around alex's place?"
spam,Money i have won wining number 946 wot do i do next
ham,Anytime...
ham,I though we shd go out n have some fun so bar in town or something – sound ok?
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Dont talk to him ever ok its my word.
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt; worth tonight if possible
ham,In work now. Going have in few min.
ham,Dude ive been seeing a lotta corvettes lately
ham,"Sorry, I'll call later"
ham,Wat u doing there?
ham,All e best 4 ur driving tmr :-)
ham,Ok lor. I'm in town now lei.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,"see you then, we're all christmassy here!"
ham,Host-based IDPS for linux systems.
ham,Just getting back home
ham,Yes. It's all innocent fun. O:-)
ham,Happy new years melody!
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
ham,Ok...
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,"Sorry, I can't help you on this."
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,Then anything special?
ham,It should take about &lt;#&gt; min
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
ham,You didnt complete your gist oh.
ham,Beerage?
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
ham,"sry can't talk on phone, with parents"
ham,The message sent is askin for &lt;#&gt; dollars. Shoul i pay &lt;#&gt; or &lt;#&gt; ?
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN &lt;#&gt; to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,i dnt wnt to tlk wid u
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,Carlos'll be here in a minute if you still need to buy
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,Shall i get my pouch?
ham,"Sorry, in meeting I'll call you later"
ham,I love u 2 my little pocy bell I am sorry but I love u
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
ham,Ok i'm coming home now.
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,"Oh, then your phone phoned me but it disconnected"
ham,Hi good mornin.. Thanku wish u d same..
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,"Since when, which side, any fever, any vomitin."
ham,Who's there say hi to our drugdealer
ham,"Haha just kidding, papa needs drugs"
ham,I'll text you when I drop x off
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,Dun need to use dial up juz open da browser n surf...
ham,I want to sent &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,"Ask g or iouri, I've told the story like ten times already"
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,Old Orchard near univ. How about you?
ham,Hey happy birthday...
ham,No dear i do have free messages without any recharge. Hi hi hi
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,Lol ... I knew that .... I saw him in the dollar store
ham,Thank god they are in bed!
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
